"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
519,"false","true","732399557973950",3,1,2,1575713887029,"room000072"
720,"false","true","855035462358934",3,1,2,1575713887236,"room000072"
1265,"false","true","178369762811478",3,1,2,1575713887779,"room000072"
1268,"false","true","750444838209605",3,1,2,1575713887990,"room000072"
