"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
2204,"false",1,0,"true","178369762811478",3,2,4,1575713929892,"room000072"
2762,"false",6,3,"true","732399557973950",3,2,4,1575713930448,"room000072"
3477,"false",11,19,"true","855035462358934",3,2,4,1575713931164,"room000072"
4327,"false",4,"NA","true","750444838209605",3,2,4,1575713932285,"room000072"
