"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
186,"false","true","585980738373000",3,3,3,1575709585316,"room000053"
1057,"false","true","240197740564847",3,3,3,1575709586188,"room000053"
1268,"false","true","28835599557614",3,3,3,1575709586394,"room000053"
30000,"true","true","260017554331950",3,3,3,1575709615434,"room000053"
