"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
2904,"false",9,1,"true","855035462358934",3,2,2,1575713890909,"room000072"
3652,"false",3,5,"true","732399557973950",3,2,2,1575713891652,"room000072"
4542,"false",18,14,"true","178369762811478",3,2,2,1575713892544,"room000072"
28636,"false",3,"NA","true","750444838209605",3,2,2,1575713916944,"room000072"
