"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
322,"false","true","994776234377476",3,3,3,1575731732189,"room000076"
1302,"false","true","291701035534736",3,3,3,1575731733504,"room000076"
1796,"false","true","850819716488648",3,3,3,1575731733662,"room000076"
1990,"false","true","646826095741922",3,3,3,1575731733859,"room000076"
