"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1795,"false",12,11,"true","850819716488648",3,2,4,1575731740055,"room000076"
2465,"false",2,"NA","true","291701035534736",3,2,4,1575731741040,"room000076"
3105,"false",11,3,"true","994776234377476",3,2,4,1575731741364,"room000076"
4617,"false",10,20,"true","646826095741922",3,2,4,1575731742879,"room000076"
