"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
312,"false","true","214478179575480",1,1,1,1575713009697,"room000067"
714,"false","true","406520536165365",1,1,1,1575713010103,"room000067"
1127,"false","true","62261217996507",1,1,1,1575713010513,"room000067"
1193,"false","true","355820061426905",1,1,1,1575713011548,"room000067"
