"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
369,"false","true","850819716488648",3,1,4,1575731734244,"room000076"
562,"false","true","646826095741922",3,1,4,1575731734444,"room000076"
1888,"false","true","994776234377476",3,1,4,1575731735763,"room000076"
4178,"false","true","291701035534736",3,1,4,1575731738246,"room000076"
