"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
266,"false",20,11,"true","311958213703177",3,2,1,1575712650087,"room000062"
1459,"false",3,20,"true","293431807599737",3,2,1,1575712651283,"room000062"
2077,"false",5,18,"true","870294452698828",3,2,1,1575712651904,"room000062"
30006,"true",11,"NA","true","815108598532300",3,2,1,1575712680130,"room000062"
