"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
263,"false","true","994776234377476",3,3,2,1575731714987,"room000076"
753,"false","true","646826095741922",3,3,2,1575731715481,"room000076"
1197,"false","true","850819716488648",3,3,2,1575731715920,"room000076"
1707,"false","true","291701035534736",3,3,2,1575731716746,"room000076"
