"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
500,"false","true","815108598532300",2,1,1,1575712647168,"room000062"
725,"false","true","870294452698828",2,1,1,1575712647172,"room000062"
1310,"false","true","311958213703177",2,1,1,1575712647753,"room000062"
1387,"false","true","293431807599737",2,1,1,1575712647832,"room000062"
