"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
516,"false",17,6,"true","646826095741922",3,2,1,1575731702287,"room000076"
1445,"false",4,20,"true","850819716488648",3,2,1,1575731703205,"room000076"
2491,"false",9,14,"true","994776234377476",3,2,1,1575731704259,"room000076"
3305,"false",12,"NA","true","291701035534736",3,2,1,1575731705375,"room000076"
