"time","timeup","contribution","demamd","done","player","stage.stage","stage.step","stage.round","timestamp","session"
1900,"false",16,4,"true","850819716488648",3,2,3,1575731726866,"room000076"
3933,"false",4,18,"true","994776234377476",3,2,3,1575731728899,"room000076"
4023,"false",3,9,"true","646826095741922",3,2,3,1575731728993,"room000076"
6554,"false",1,"NA","true","291701035534736",3,2,3,1575731731850,"room000076"
