"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
819,"false","true","646826095741922",3,3,1,1575731706217,"room000076"
976,"false","true","994776234377476",3,3,1,1575731706371,"room000076"
1154,"false","true","291701035534736",3,3,1,1575731706824,"room000076"
1845,"false","true","850819716488648",3,3,1,1575731707239,"room000076"
