"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
707,"false","true","870294452698828",3,1,1,1575712648566,"room000062"
636,"false","true","815108598532300",3,1,1,1575712648681,"room000062"
870,"false","true","311958213703177",3,1,1,1575712648718,"room000062"
1954,"false","true","293431807599737",3,1,1,1575712649805,"room000062"
