"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
243,"false","true","850819716488648",3,3,4,1575731743147,"room000076"
411,"false","true","646826095741922",3,3,4,1575731743320,"room000076"
895,"false","true","994776234377476",3,3,4,1575731743804,"room000076"
684,"false","true","291701035534736",3,3,4,1575731743900,"room000076"
