"time","timeup","done","player","stage.stage","stage.step","stage.round","timestamp","session"
962,"false","true","732399557973950",3,1,3,1575713919730,"room000072"
1461,"false","true","178369762811478",3,1,3,1575713920235,"room000072"
1371,"false","true","750444838209605",3,1,3,1575713920358,"room000072"
1718,"false","true","855035462358934",3,1,3,1575713920494,"room000072"
